CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/1996;AVERAGE;0.731795;MIN;0.722959;MAX;0.739644;NB;23.000000
MONTH;2/1996;AVERAGE;0.726886;MIN;0.721239;MAX;0.732223;NB;21.000000
MONTH;3/1996;AVERAGE;0.732425;MIN;0.728335;MAX;0.736379;NB;21.000000
MONTH;4/1996;AVERAGE;0.736096;MIN;0.732975;MAX;0.738008;NB;22.000000
MONTH;5/1996;AVERAGE;0.730361;MIN;0.726481;MAX;0.735838;NB;23.000000
MONTH;6/1996;AVERAGE;0.732205;MIN;0.729821;MAX;0.736266;NB;20.000000
MONTH;7/1996;AVERAGE;0.730271;MIN;0.727378;MAX;0.735677;NB;23.000000
MONTH;8/1996;AVERAGE;0.728714;MIN;0.726321;MAX;0.731958;NB;22.000000
MONTH;9/1996;AVERAGE;0.730224;MIN;0.728174;MAX;0.733891;NB;21.000000
MONTH;10/1996;AVERAGE;0.740033;MIN;0.733892;MAX;0.746048;NB;23.000000
MONTH;11/1996;AVERAGE;0.747203;MIN;0.741013;MAX;0.751035;NB;21.000000
MONTH;12/1996;AVERAGE;0.734119;MIN;0.729451;MAX;0.742171;NB;22.000000
