CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/1998;AVERAGE;0.694872;MIN;0.682735;MAX;0.701608;NB;22.000000
MONTH;2/1998;AVERAGE;0.697258;MIN;0.687475;MAX;0.704228;NB;20.000000
MONTH;3/1998;AVERAGE;0.706068;MIN;0.700576;MAX;0.711897;NB;22.000000
MONTH;4/1998;AVERAGE;0.699792;MIN;0.695362;MAX;0.705963;NB;22.000000
MONTH;5/1998;AVERAGE;0.692225;MIN;0.687048;MAX;0.698616;NB;21.000000
MONTH;6/1998;AVERAGE;0.682893;MIN;0.679116;MAX;0.689040;NB;22.000000
MONTH;7/1998;AVERAGE;0.673452;MIN;0.663837;MAX;0.683152;NB;23.000000
MONTH;8/1998;AVERAGE;0.652756;MIN;0.634522;MAX;0.660763;NB;21.000000
MONTH;9/1998;AVERAGE;0.657126;MIN;0.644203;MAX;0.664582;NB;22.000000
MONTH;10/1998;AVERAGE;0.647958;MIN;0.643914;MAX;0.657465;NB;22.000000
MONTH;11/1998;AVERAGE;0.649546;MIN;0.643213;MAX;0.658329;NB;21.000000
MONTH;12/1998;AVERAGE;0.648389;MIN;0.644706;MAX;0.656039;NB;23.000000
