CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/2006;AVERAGE;0.863010;MIN;0.848836;MAX;0.873861;NB;22.000000
MONTH;2/2006;AVERAGE;0.869956;MIN;0.862902;MAX;0.877550;NB;20.000000
MONTH;3/2006;AVERAGE;0.863691;MIN;0.852036;MAX;0.882072;NB;23.000000
MONTH;4/2006;AVERAGE;0.873309;MIN;0.851185;MAX;0.889338;NB;18.000000
MONTH;5/2006;AVERAGE;0.901042;MIN;0.888587;MAX;0.912171;NB;22.000000
MONTH;6/2006;AVERAGE;0.897860;MIN;0.889093;MAX;0.910292;NB;22.000000
MONTH;7/2006;AVERAGE;0.886794;MIN;0.876987;MAX;0.904042;NB;21.000000
MONTH;8/2006;AVERAGE;0.893576;MIN;0.882548;MAX;0.903696;NB;23.000000
MONTH;9/2006;AVERAGE;0.896315;MIN;0.886496;MAX;0.909498;NB;21.000000
MONTH;10/2006;AVERAGE;0.885901;MIN;0.877992;MAX;0.894076;NB;22.000000
MONTH;11/2006;AVERAGE;0.880221;MIN;0.871886;MAX;0.886688;NB;22.000000
MONTH;12/2006;AVERAGE;0.868585;MIN;0.860234;MAX;0.876809;NB;19.000000
