CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/2004;AVERAGE;0.771685;MIN;0.749501;MAX;0.785885;NB;21.000000
MONTH;2/2004;AVERAGE;0.751979;MIN;0.741019;MAX;0.762588;NB;20.000000
MONTH;3/2004;AVERAGE;0.751656;MIN;0.738491;MAX;0.765419;NB;23.000000
MONTH;4/2004;AVERAGE;0.745979;MIN;0.728247;MAX;0.765626;NB;20.000000
MONTH;5/2004;AVERAGE;0.725888;MIN;0.716130;MAX;0.734333;NB;21.000000
MONTH;6/2004;AVERAGE;0.736320;MIN;0.725833;MAX;0.744189;NB;22.000000
MONTH;7/2004;AVERAGE;0.756224;MIN;0.748569;MAX;0.762858;NB;22.000000
MONTH;8/2004;AVERAGE;0.760695;MIN;0.749408;MAX;0.769515;NB;22.000000
MONTH;9/2004;AVERAGE;0.774914;MIN;0.762120;MAX;0.788374;NB;22.000000
MONTH;10/2004;AVERAGE;0.800586;MIN;0.788378;MAX;0.819310;NB;21.000000
MONTH;11/2004;AVERAGE;0.836018;MIN;0.816569;MAX;0.848510;NB;22.000000
MONTH;12/2004;AVERAGE;0.821025;MIN;0.807877;MAX;0.845924;NB;23.000000
