Ref_Date,GEO,SECTORS,STATEMENT,Vector,Coordinate,Value
2011/12,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,70929.0
2012/03,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,65063.0
2012/06,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,63888.0
2012/09,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,68783.0
2012/12,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,72955.0
2013/03,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,66673.0
2013/06,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,66101.0
2013/09,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,70194.0
2013/12,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,76162.0
2014/03,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,68954.0
2014/06,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,69323.0
2014/09,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,74042.0
2014/12,Canada,Consolidated government,"Taxes on income, profits, and capital gains (x 1,000,000)",v52530998,1.1.3,80140.0
1991/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1441.0
1991/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1345.0
1991/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1389.0
1991/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1501.0
1992/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1394.0
1992/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1361.0
1992/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1406.0
1992/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1400.0
1993/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1475.0
1993/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1346.0
1993/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1442.0
1993/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1433.0
1994/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1596.0
1994/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1426.0
1994/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1488.0
1994/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1423.0
1995/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1659.0
1995/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1579.0
1995/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1606.0
1995/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1535.0
1996/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1780.0
1996/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1671.0
1996/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1571.0
1996/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1633.0
1997/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1746.0
1997/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1602.0
1997/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1653.0
1997/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1701.0
1998/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1769.0
1998/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1733.0
1998/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1756.0
1998/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1803.0
1999/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1817.0
1999/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1750.0
1999/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1827.0
1999/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1899.0
2000/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1972.0
2000/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1921.0
2000/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2015.0
2000/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2000.0
2001/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2076.0
2001/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1884.0
2001/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1941.0
2001/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1938.0
2002/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1972.0
2002/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,1985.0
2002/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2097.0
2002/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2050.0
2003/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2157.0
2003/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2054.0
2003/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2184.0
2003/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2163.0
2004/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2224.0
2004/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2132.0
2004/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2269.0
2004/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2251.0
2005/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2280.0
2005/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2210.0
2005/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2387.0
2005/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2353.0
2006/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2452.0
2006/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2271.0
2006/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2460.0
2006/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2423.0
2007/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2529.0
2007/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2381.0
2007/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2567.0
2007/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2561.0
2008/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2684.0
2008/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2417.0
2008/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2646.0
2008/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2617.0
2009/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2776.0
2009/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2409.0
2009/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2660.0
2009/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2567.0
2010/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2869.0
2010/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2508.0
2010/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2744.0
2010/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2637.0
2011/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3080.0
2011/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2667.0
2011/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2982.0
2011/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2828.0
2012/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3307.0
2012/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2739.0
2012/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3013.0
2012/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2880.0
2013/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3409.0
2013/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2952.0
2013/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2998.0
2013/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2934.0
2014/03,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3415.0
2014/06,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,2974.0
2014/09,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3156.0
2014/12,Canada,Consolidated government,"Taxes on payroll and workforce (x 1,000,000)",v52530999,1.1.4,3048.0
1991/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,7506.0
1991/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,7468.0
1991/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,7667.0
1991/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,7807.0
1992/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8047.0
1992/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8116.0
1992/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8257.0
1992/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8421.0
1993/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8582.0
1993/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8482.0
1993/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8511.0
1993/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8519.0
1994/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8620.0
1994/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8846.0
1994/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8889.0
1994/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8756.0
1995/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8962.0
1995/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8871.0
1995/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8926.0
1995/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,8863.0
1996/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9120.0
1996/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9074.0
1996/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9233.0
1996/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9200.0
1997/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9566.0
1997/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9473.0
1997/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9675.0
1997/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9614.0
1998/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9652.0
1998/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9553.0
1998/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9594.0
1998/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9679.0
1999/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10024.0
1999/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10082.0
1999/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10054.0
1999/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10039.0
2000/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,9961.0
2000/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10066.0
2000/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10185.0
2000/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10103.0
2001/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10358.0
2001/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10231.0
2001/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10360.0
2001/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10207.0
2002/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10469.0
2002/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10358.0
2002/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10600.0
2002/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10528.0
2003/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10859.0
2003/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10802.0
2003/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,11028.0
2003/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,10934.0
2004/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,11348.0
2004/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,11655.0
2004/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,11732.0
2004/12,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,11712.0
2005/03,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,11923.0
2005/06,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,12447.0
2005/09,Canada,Consolidated government,"Taxes on property (x 1,000,000)",v52531000,1.1.5,12438.0
