CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/2010;AVERAGE;0.959207;MIN;0.935808;MAX;0.974764;NB;20.000000
MONTH;2/2010;AVERAGE;0.946963;MIN;0.931487;MAX;0.964127;NB;20.000000
MONTH;3/2010;AVERAGE;0.977001;MIN;0.948058;MAX;0.991365;NB;23.000000
MONTH;4/2010;AVERAGE;0.995480;MIN;0.981871;MAX;1.003242;NB;20.000000
MONTH;5/2010;AVERAGE;0.962174;MIN;0.925704;MAX;0.986291;NB;21.000000
MONTH;6/2010;AVERAGE;0.963330;MIN;0.943734;MAX;0.983335;NB;22.000000
MONTH;7/2010;AVERAGE;0.959175;MIN;0.939144;MAX;0.973920;NB;22.000000
MONTH;8/2010;AVERAGE;0.961473;MIN;0.937839;MAX;0.986974;NB;22.000000
MONTH;9/2010;AVERAGE;0.966833;MIN;0.943953;MAX;0.977043;NB;22.000000
MONTH;10/2010;AVERAGE;0.982064;MIN;0.971358;MAX;1.000923;NB;21.000000
MONTH;11/2010;AVERAGE;0.987652;MIN;0.976853;MAX;1.001005;NB;22.000000
MONTH;12/2010;AVERAGE;0.992015;MIN;0.980984;MAX;1.003003;NB;23.000000
