5.7715e-116,4.0436e-85,0.031785,1.93e-113
5.0273e-120,3.2918e-79,0.015893,1.3979e-141
1.9402e-137,5.9832e-130,0.0064748,3.0088e-137
5.8498e-51,0.0010735,0.061585,0.0030759
1.7156e-132,7.7802e-128,0.10536,1.2061e-127
6.7575e-52,0.0038352,0.12371,4.2299e-08
1.6319e-135,3.2945e-96,0.049084,0.0015023
8.4219e-74,1.0341e-118,0.061216,1.9079e-119
2.7668e-107,0.0038054,0.026503,0.016005
4.9155e-131,2.9295e-118,0.034728,5.4746e-125
8.8236e-136,1.0179e-125,0.012361,1.78e-114
0.078451,0.065836,0.044906,0.0028034
1.4604e-126,1.6927e-92,0.010595,3.7192e-140
4.6327e-135,1.3113e-67,0.022367,4.0713e-123
0.0039206,0.012519,0.033435,0.0063287
3.6267e-06,0.043629,0.072725,0.052031
7.731e-117,0.0028195,0.060145,1.3775e-107
2.9682e-133,8.4204e-11,0.014127,1.6653e-133
5.2761e-76,0.001347,0.035724,0.0036928
1.5678e-121,5.4786e-126,0.024133,2.4693e-136
0.0033715,0.084331,0.0060929,0.010627
8.0346e-122,0.0040004,5.3687e-17,0.043813
0.018985,0.0021653,0.0055737,4.253e-72
0.046659,1.5609e-66,3.7022e-70,5.6911e-125
4.1876e-110,0.0035424,0.0095342,0.017954
2.7414e-81,0.079007,6.2959e-121,4.0888e-135
3.7942e-15,0.0010002,0.01707,1.18e-140
3.9846e-100,8.4903e-131,0.0094179,2.1471e-135
6.8002e-130,1.3791e-130,0.011772,1.1374e-124
4.0914e-141,8.0659e-127,0.031785,1.1175e-31
1.2638e-115,1.2505e-118,0.010006,1.7142e-124
1.4183e-137,2.3629e-127,0.0082406,1.4999e-132
5.7871e-135,7.3084e-124,0.012361,9.859e-135
0.033943,0.004223,0.004075,0.0039173
2.1948e-133,3.2192e-124,0.0088292,2.805e-126
1.3975e-106,2.5666e-123,0.011772,3.9021e-131
0.03115,2.0536e-25,0.001328,3.5209e-126
0.020901,0.01194,0.0019951,0.0008756
2.4138e-35,0.025002,4.7684e-101,1.3323e-79
0.037554,5.2426e-123,0.00058894,1.2064e-90
7.5142e-77,3.568e-89,7.6966e-51,0.16686
0.018585,0.0020133,0.0013424,0.00097359
7.8182e-113,1.715e-44,1.9073e-50,0.067117
0.018772,1.2905e-36,0.0013584,0.023958
0.097301,5.3236e-99,4.6636e-105,2.1904e-123
0.026743,5.7461e-117,3.1111e-62,8.8781e-122
0.14055,1.3659e-86,4.1863e-142,5.3703e-52
3.5738e-131,0.036003,1.3823e-126,9.6867e-96
4.595e-26,0.082007,3.8429e-142,5.8275e-123
4.3218e-107,0.058005,2.5577e-140,4.9168e-91
9.393e-142,0.071006,3.0283e-132,1.4241e-130
0.013601,0.0030245,7.8181e-149,0.00099974
3.3459e-69,0.079007,2.392e-109,2.0548e-47
8.7925e-104,0.028003,6.9342e-48,5.0228e-12
9.2588e-148,0.048004,7.5084e-144,3.2476e-137
1.0937e-44,0.058005,5.831e-114,2.8845e-89
2.2208e-141,0.038003,2.2715e-135,2.459e-137
5.5532e-18,0.051005,8.8468e-142,7.2311e-123
2.7628e-146,0.022002,1.0496e-138,4.6544e-136
4.4935e-131,0.016001,1.2593e-122,4.0913e-87
3.6714e-45,0.030003,1.1082e-131,1.5821e-109
4.9737e-142,0.021002,2.9487e-139,7.5754e-128
2.6363e-27,9.7628e-52,2.2129e-111,0.034491
0.0091041,2.3145e-101,8.6843e-149,8.3197e-124
0.024277,0.0013338,3.001e-110,8.9324e-20
1.2984e-98,0.0014874,6.9132e-129,0.02285
0.0068281,0.0010001,3.7079e-105,1.2127e-137
8.0932e-109,7.2664e-109,1.4988e-110,0.03822
0.024467,2.5931e-63,4.0243e-37,8.661e-125
1.6057e-68,0.0010237,1.0132e-137,0.066163
4.6798e-117,9.7343e-121,7.3654e-110,0.031694
8.2376e-157,6.9694e-110,7.4966e-129,0.031694
9.0769e-136,2.695e-103,6.3195e-133,0.022372
8.7948e-133,4.782e-110,7.7091e-125,0.077371
1.1775e-117,4.3484e-120,7.7191e-122,0.015847
7.6701e-115,1.014e-117,1.9964e-126,0.012118
5.7698e-132,1.2715e-116,3.5616e-133,0.099744
7.5978e-132,1.0451e-102,1.5443e-129,0.052202
1.4263e-132,7.0018e-113,3.4431e-128,0.036355
6.1687e-93,0.0019835,5.5566e-128,0.0065408
0.01138,2.2001e-105,1.333e-151,5.583e-64
0.023898,2.2703e-87,1.0472e-138,8.3628e-95
0.00058936,8.4239e-108,2.8812e-121,0.014882
5.8838e-129,3.6222e-104,5.165e-139,0.013983
0.007964,2.5514e-107,9.1736e-105,0.00093573
0.01138,1.3135e-121,6.7445e-146,4.1826e-125
0.047797,3.8842e-119,1.5425e-146,6.1458e-120
0.069988,8.1769e-99,3.9005e-125,5.011e-121
0.011949,7.7654e-110,1.1503e-122,7.5052e-125
0.032434,5.1103e-93,2.2374e-122,9.4575e-125
0.0068281,1.3526e-98,3.6691e-136,2.2903e-122
0.013087,5.9344e-117,8.4335e-139,1.4829e-113
0.018777,3.9982e-123,4.4167e-137,4.6682e-115
0.01138,6.6536e-94,2.3977e-141,1.0704e-119
0.0073971,1.9719e-92,2.5693e-149,1.2538e-119
0.022191,3.231e-108,6.7999e-134,2.7533e-120
0.0045521,1.1419e-120,1.6108e-148,1.046e-119
0.016501,2.4494e-102,1.462e-126,7.4822e-119
0.011949,2.7563e-90,8.2074e-127,2.4957e-116
0.014794,7.4915e-119,5.6779e-138,6.1737e-124
