CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/2008;AVERAGE;0.990463;MIN;0.969304;MAX;1.011956;NB;22.000000
MONTH;2/2008;AVERAGE;1.000578;MIN;0.983690;MAX;1.023141;NB;21.000000
MONTH;3/2008;AVERAGE;1.000847;MIN;0.974485;MAX;1.023094;NB;19.000000
MONTH;4/2008;AVERAGE;0.986616;MIN;0.974547;MAX;0.998490;NB;22.000000
MONTH;5/2008;AVERAGE;1.001755;MIN;0.983646;MAX;1.016845;NB;21.000000
MONTH;6/2008;AVERAGE;0.984234;MIN;0.971650;MAX;1.003946;NB;21.000000
MONTH;7/2008;AVERAGE;0.987209;MIN;0.976254;MAX;1.000688;NB;23.000000
MONTH;8/2008;AVERAGE;0.949904;MIN;0.935429;MAX;0.974593;NB;21.000000
MONTH;9/2008;AVERAGE;0.945297;MIN;0.931677;MAX;0.967045;NB;22.000000
MONTH;10/2008;AVERAGE;0.852911;MIN;0.776421;MAX;0.944273;NB;23.000000
MONTH;11/2008;AVERAGE;0.821498;MIN;0.780261;MAX;0.866200;NB;20.000000
MONTH;12/2008;AVERAGE;0.809861;MIN;0.774428;MAX;0.838410;NB;21.000000
