CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/1991;AVERAGE;0.865166;MIN;0.859477;MAX;0.872070;NB;23.000000
MONTH;2/1991;AVERAGE;0.865880;MIN;0.860805;MAX;0.870022;NB;20.000000
MONTH;3/1991;AVERAGE;0.864385;MIN;0.859479;MAX;0.868437;NB;21.000000
MONTH;4/1991;AVERAGE;0.866915;MIN;0.862961;MAX;0.870468;NB;22.000000
MONTH;5/1991;AVERAGE;0.869824;MIN;0.867077;MAX;0.874124;NB;23.000000
MONTH;6/1991;AVERAGE;0.874247;MIN;0.869949;MAX;0.876043;NB;20.000000
MONTH;7/1991;AVERAGE;0.870833;MIN;0.862965;MAX;0.875886;NB;23.000000
MONTH;8/1991;AVERAGE;0.873153;MIN;0.869189;MAX;0.876346;NB;22.000000
MONTH;9/1991;AVERAGE;0.879436;MIN;0.875660;MAX;0.883864;NB;21.000000
MONTH;10/1991;AVERAGE;0.886256;MIN;0.883316;MAX;0.890474;NB;23.000000
MONTH;11/1991;AVERAGE;0.884850;MIN;0.877962;MAX;0.893340;NB;21.000000
MONTH;12/1991;AVERAGE;0.872338;MIN;0.861474;MAX;0.882614;NB;22.000000
