CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/2003;AVERAGE;0.649068;MIN;0.636098;MAX;0.658628;NB;22.000000
MONTH;2/2003;AVERAGE;0.660992;MIN;0.654161;MAX;0.671340;NB;20.000000
MONTH;3/2003;AVERAGE;0.677813;MIN;0.672009;MAX;0.683571;NB;21.000000
MONTH;4/2003;AVERAGE;0.684352;MIN;0.671532;MAX;0.694039;NB;20.000000
MONTH;5/2003;AVERAGE;0.723165;MIN;0.704383;MAX;0.740607;NB;21.000000
MONTH;6/2003;AVERAGE;0.738276;MIN;0.726865;MAX;0.749068;NB;21.000000
MONTH;7/2003;AVERAGE;0.724754;MIN;0.707039;MAX;0.747409;NB;23.000000
MONTH;8/2003;AVERAGE;0.715404;MIN;0.708553;MAX;0.723596;NB;21.000000
MONTH;9/2003;AVERAGE;0.731851;MIN;0.716431;MAX;0.745401;NB;22.000000
MONTH;10/2003;AVERAGE;0.754930;MIN;0.740328;MAX;0.765374;NB;23.000000
MONTH;11/2003;AVERAGE;0.761789;MIN;0.748124;MAX;0.771219;NB;20.000000
MONTH;12/2003;AVERAGE;0.761718;MIN;0.748749;MAX;0.777997;NB;21.000000
