CURRENCY1;CAD;CURRENCY2;USD
MONTH;1/2012;AVERAGE;0.987152;MIN;0.972643;MAX;1.003198;NB;22.000000
MONTH;2/2012;AVERAGE;1.002344;MIN;0.996622;MAX;1.012122;NB;21.000000
MONTH;3/2012;AVERAGE;1.006112;MIN;0.998417;MAX;1.014634;NB;22.000000
MONTH;4/2012;AVERAGE;1.007218;MIN;0.997342;MAX;1.019047;NB;19.000000
MONTH;5/2012;AVERAGE;0.990105;MIN;0.971946;MAX;1.015948;NB;22.000000
MONTH;6/2012;AVERAGE;0.972958;MIN;0.961253;MAX;0.983358;NB;21.000000
MONTH;7/2012;AVERAGE;0.986172;MIN;0.977289;MAX;0.997726;NB;22.000000
MONTH;8/2012;AVERAGE;1.006908;MIN;0.996987;MAX;1.014531;NB;23.000000
MONTH;9/2012;AVERAGE;1.021685;MIN;1.012558;MAX;1.036981;NB;20.000000
MONTH;10/2012;AVERAGE;1.013634;MIN;0.999077;MAX;1.025412;NB;23.000000
MONTH;11/2012;AVERAGE;1.003158;MIN;0.997172;MAX;1.008952;NB;22.000000
MONTH;12/2012;AVERAGE;1.010479;MIN;1.004339;MAX;1.017507;NB;19.000000
