specimen,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,ES9,ES10,ES11,ES12,ES13,ES14,ES15,ES16,ES17,ES18,ES19,ES20
90 Ficu T5M5n2.tif,-0.190075208,-0.158745445,0.021606067,0.026237728,0.05372724,-0.000943185,-0.015420277,-0.011288686,0.010683997,-0.009109488,0.003314435,-0.009593026,0.001359984,-0.006469155,0.000922223,0.003621782,0.02417929,-0.012076561,0.012114475,-0.008270479
91 T69 Gar war.tif,-0.050396778,0.244718813,0.028308737,-0.027352902,-0.088509908,0.040333797,0.001980332,0.007727213,-0.024278349,0.008477244,-0.017586694,-0.007409791,-0.014224354,0.01072022,-0.004256935,-0.010649008,-0.009213486,0.000974965,-0.013187995,-0.00449824
92 T08 Gil ade.tif,0.007324493,0.097110744,0.039700042,-0.063640495,0.055919474,-0.021642231,-0.042068205,-0.004154653,0.001132554,0.005860902,-0.008145717,-0.012095558,-0.000949034,-0.002081014,-0.010926121,-0.00310069,0.015695808,-0.018979032,0.017728561,-0.003622224
93 Gill T8B13n1.tif,-0.24525377,0.088672059,0.059499735,-0.019931107,0.027720905,-0.011126798,-0.026590132,0.012393016,0.002396891,-0.026565338,-0.0056005,-0.030747408,0.001804823,0.015244786,0.038858511,0.004023115,-0.00604296,-0.000940559,-0.022884278,-0.003997855
94 Gill T8B13n2.tif,-0.257219937,0.074064929,0.00064726,0.00797829,0.039796145,-0.080188244,-0.012569851,0.002520174,0.008315458,-0.003928066,0.010806324,-0.009696323,-0.010866508,-0.014388517,-0.003057405,0.01119367,0.012403063,0.001757537,0.006965814,0.003767322
95 Gill T8B13n3.tif,-0.031488128,0.03128291,0.062041261,0.00727282,-0.008291937,-0.010473874,-0.011499401,0.018779388,0.005192088,-0.016223475,0.009159344,-0.0073933,-0.00849531,0.014817133,0.007226786,-0.010163739,0.020655462,0.008592675,0.002356908,-0.006278754
98 T29 Gim fas.tif,-0.084534589,0.070886161,-0.069840613,0.073691511,0.001459942,-0.022125633,0.04790626,0.086061476,-0.015110565,-0.000793645,-0.008676299,-0.003610847,0.009896716,0.008927037,0.012110357,-0.027066995,-0.001394028,0.015357119,0.000300072,-0.003510799
101 T06A Gre bai.tif,0.305969241,-0.149548845,0.045078867,0.067667843,-0.051216238,-0.141978043,0.003192769,0.061088584,0.050297667,-0.012556412,-0.011763233,0.02053197,-0.005939771,-0.007453226,0.006874061,-0.017311826,-0.0212672,0.030385733,-0.024827518,-0.008435747
107 T76 Lin sle.tif,0.172225229,0.024404587,-0.042720428,0.010799774,0.069759569,0.071784618,-0.042574782,0.004816187,0.030151959,-0.025382175,-0.009423149,-0.011592047,-0.026794222,-0.015710981,-0.006281079,0.005046448,-0.003612874,-0.017048613,-0.004615872,0.003484153
110 Linds T1A9n3.tif,0.094995509,-0.090798429,0.039437203,0.065722921,-0.007926288,-0.021211472,-0.010271632,0.014541587,0.02887701,-0.021074495,0.009437569,0.011201856,0.014024093,0.002134419,0.022093355,-0.014023247,0.004939686,0.006372172,-0.003956559,-0.005151504
113 Linds T1E33n2.tif,0.153441838,-0.084688991,-0.030338577,0.046210767,0.03765188,0.006545777,-0.009142482,-0.003867843,-0.005863443,0.011541212,-0.016149576,0.008139236,0.00750381,-0.004064025,0.003713771,-0.002825075,0.008380158,-0.005827872,0.013527328,-0.011510051
114 T91 Lit lee.tif,-0.101066538,0.048170503,0.067533667,0.071194254,0.024638324,0.058615205,0.013176704,0.016220514,-0.010323608,-0.02331642,-0.015325077,0.018609785,0.014209033,0.008531091,0.002064975,-0.009564759,0.005450931,0.000118088,0.003867826,-0.009612838
116 T09 Mis gra.tif,0.042064665,-0.021461999,0.021681795,0.043008524,0.06682124,-0.017417319,-0.052026253,0.000701999,0.022534528,-0.020469247,0.010723231,-0.019870828,-0.011274874,0.00540864,0.011118918,-0.010558051,-0.006069144,0.003563938,-0.008476111,-0.00142562
117 T54 Myr ins.tif,0.062671333,-0.077540644,0.034935403,-0.068514645,-0.041316425,-0.079998699,0.025822831,0.013198681,-0.021171428,0.015473618,0.005059813,-0.006302002,-0.010181108,0.028292869,0.019698873,-0.009441126,0.005271163,0.001396667,-0.005047961,0.002694566
119 T49 Neo kev.tif,0.190891998,-0.010780475,-0.045590003,0.111308542,-0.079717842,0.025785519,-0.016216783,-0.025285493,-0.0057047,-0.007819627,0.020993693,-0.009713185,0.008486489,0.000554355,-0.002001716,0.01177164,0.007641856,0.039970846,0.015368485,-0.006700683
123 T53 Pla obo.tif,0.151134313,0.118658295,-0.03258565,0.101424983,-0.032569212,0.00257651,0.05321043,-0.006453608,0.013536366,-0.019944151,-0.014054924,-0.011647349,-0.014283976,-0.002128851,0.011725112,-0.017027321,0.016340453,-0.014451326,0.010746696,-0.011588101
124 T74 Pol aus.tif,-0.042143178,-0.031893241,0.073928055,-0.039696122,0.082123539,-0.070931633,-0.047712154,0.049320406,0.020739574,-0.054874457,0.01813264,-0.008627096,-0.013349155,-0.007450881,0.003557802,0.007215037,0.009530466,-0.008850229,-0.026295637,0.015983559
126 T45 Pre ser.tif,-0.051964223,-0.045817689,-4.12E-05,0.023235252,-0.016653067,-0.080705766,-0.047923134,-0.003754022,-0.061627911,-0.004351963,0.032410578,-0.016250266,0.018663672,0.016617571,-0.045605348,-0.049926259,-0.010017429,-0.041086053,0.036452553,0.026637883
127 T03 Pul stu.tif,0.067065758,0.04216181,-0.087665267,0.117181481,-0.006754441,-0.012139786,-0.003621574,-0.009067144,0.021166947,-0.002550934,-0.000359107,-0.001141269,0.008123248,0.004543587,0.003155048,0.000314503,-0.000181043,0.001756064,0.020777651,-0.001591371
128 Pull T3A13n1.tif,0.153240333,0.099391767,-0.053629019,-0.059987783,-0.01337497,0.028034265,-0.005585651,-0.013608993,0.014267812,0.010021487,0.004177445,-0.013478533,-0.029256132,0.004176325,-0.018578287,-0.013992244,-0.011983134,-0.025928649,-0.006912966,0.002452377
130 Pull T3A13n3.tif,0.134434604,-0.003534686,-0.057623868,0.051776884,0.040113107,0.017668516,-0.006796199,0.004438918,0.025575911,0.008079695,0.040045162,6.51E-05,0.019185421,0.00420567,0.018817059,0.007235123,-0.033859338,0.012274368,0.029366159,-0.003086957
133 T78 Qua bai.tif,0.165649027,0.206486325,0.042598731,-0.030680697,-0.040379503,-0.035532271,0.00651035,-0.006615621,0.005275876,-0.011397996,0.010532717,-0.010665929,-0.003351195,0.00320083,-0.002725155,0.007949716,-0.011546478,0.004279389,0.017273984,-0.014849748
135 T75 Roc ang.tif,0.139832406,-0.151280296,-0.030518745,-0.065234155,-0.032202394,-0.032983061,0.033642833,0.003420308,0.011486253,0.026324955,-0.021130671,-0.002048846,0.000274465,0.004795612,-0.003759986,-0.008373071,0.009559062,-0.006259306,-0.014967788,0.012578095
138 Rypo T2H22n2.tif,0.175506116,0.009413442,-0.006873382,-0.015750085,0.088903188,-0.027370972,-0.065983203,-0.014017816,0.03322245,-0.003150483,0.004274749,-0.018226351,-0.003567644,-0.010875701,0.007738397,-0.001696581,0.008498325,-0.00461561,0.005407051,0.002062618
139 Rypo T2K13n1.tif,0.251389086,-0.070223446,0.037883703,-0.016397735,0.013538775,-0.02517334,-0.008201624,0.008991728,0.018414339,-0.017489914,0.013006918,0.008491316,-0.023124943,-0.007293152,0.011617414,0.009009116,-0.004618375,0.006794269,-0.003653853,0.004657077
145 T73 Slo mac.tif,0.0503335,0.110121475,0.008303592,0.029970761,-0.054913138,-0.023598379,-0.054150358,0.034321932,-0.022140236,-0.000874961,0.03046001,-0.02228037,0.015524345,0.019427857,0.022977958,0.004607722,0.029205315,-0.016301075,0.010617695,-0.002010778
149 Stor T43M37n1.tif,0.028632352,0.197210437,-0.061095585,-0.013304444,0.060404537,-0.016289575,-0.052516099,-0.005019156,-0.008910223,-0.004575891,0.000351949,0.004932589,-0.003304974,-0.013706475,-7.51E-05,-0.002419596,-0.003287534,0.00311793,-0.018261938,0.007381264
156 T11 Syz ery.tif,-0.120265252,0.106272153,0.080369463,-0.088337826,0.082278418,-0.035428247,0.036714024,-0.021116715,0.020254983,0.007056583,0.020349479,-0.008268167,0.021018913,0.032779744,-0.015965019,0.008231297,-0.00069773,0.021120992,-0.02488451,-0.009538182
158 T68 Syz wil.tif,0.130302798,-0.116820319,0.050394755,-0.094519865,-0.041185388,-0.007288754,0.054963702,-0.043915661,0.013252933,-0.00752604,-0.001264082,0.004302505,0.009607092,-0.019013211,0.024893423,-0.003249775,0.005842308,0.000741326,-0.028974545,-0.006694068
159 Syzy T10M19n1.tif,-0.027015636,0.274694225,0.143391971,-0.059510777,-0.065483539,0.015120949,0.015651166,-0.015533026,-0.019523206,-0.008533477,-0.022776643,-1.17E-05,-0.003450814,-0.015920401,-0.006075509,-0.0038207,-0.014872882,-0.000734158,-0.006334283,0.015589665
163 Syzy T10M19n5.tif,0.077704995,0.094305785,0.120863843,-0.034929251,-0.083326739,-0.016029342,0.041157494,-0.013864582,-0.013726281,0.011309774,0.001014638,0.008256352,-0.001810646,-0.00162208,-0.005925604,0.01148217,-0.001913027,0.006433952,0.001417051,-0.003710154
165 Term T87L27n1.tif,0.114140336,0.243380749,-0.043468806,0.07088731,0.024962845,-0.008553714,0.029653686,-0.010832331,-0.01106657,-0.005651888,-0.018538634,0.014979584,-0.005159132,-0.006906825,-0.007647997,-0.008853781,0.019709243,-0.010619093,-0.005470459,0.000348048
174 T13 Xan chr.tif,0.301104083,-0.029621459,-0.004370168,-0.016305207,-0.029827232,0.007414601,0.015084442,-0.00686905,-0.018157626,-0.030970572,0.021177797,-0.008042536,0.008223548,0.003150193,0.023254734,0.000506486,0.003163779,0.005646675,-0.001897257,-0.011992773
764 Cerro 991 10.tif,-0.095941122,0.111431244,0.091386133,0.036779057,0.029145128,-0.00968432,0.084495584,-0.007805895,0.034529421,0.005286873,-0.032367551,0.038097915,0.029668377,0.003613119,-0.00403355,-0.019390003,-0.027447637,0.012005932,0.019497864,0.004791007
770 Cerro 991 16.tif,-0.044187449,0.076326434,0.009316367,-0.03003132,-0.078421068,-0.024801692,0.0075762,-0.032077845,0.052302747,0.016890293,-0.04191411,0.014050385,-0.017824087,-0.000347158,-0.02559587,0.012546587,0.012371799,-0.012422878,0.001126462,-0.010574172
780 Cerro 991 26.tif,-0.031498173,0.010931832,0.153123315,0.074691931,-0.013980084,0.151993756,0.029190388,0.10468101,-0.013522836,0.030609641,0.038662527,-0.050303015,-0.010211963,0.049853017,-0.018432926,-0.003831735,0.02919704,0.012141237,9.81E-06,-0.010131389
781 Cerro 991 27.tif,-0.041189856,-0.011853522,0.055055793,-0.10196068,0.034028093,0.033390496,0.070528914,0.033391407,-0.019013073,0.014485236,-0.028840783,0.006770463,-0.014657304,-0.013385878,-0.050781164,0.021486141,0.018803093,-0.002128848,0.020537846,-0.018708324
783 Cerro 991 29.tif,-0.171345274,0.082500085,0.06582312,0.020736507,0.101642094,0.11852406,0.00015233,-0.013328802,0.009543703,-0.003828352,0.044036844,0.014288497,-0.02564115,-0.021848242,-0.010920826,0.012776694,-0.017651974,-0.004377121,0.000413107,-0.018336406
786 Cerro 991 32.tif,-0.105912983,0.042046341,0.052402797,-0.042254318,0.060818673,0.083033047,0.046608756,-0.024340651,-0.007040149,0.004299213,-0.045622143,0.011548066,-0.00259675,-0.015750417,-0.00605134,-0.004238131,0.014823804,-0.030072279,-0.009026399,0.001363158
795 Cerro 991 41.tif,0.067897926,0.035528425,0.002349596,-0.009583487,0.003553718,0.02856994,0.005563834,-0.013203109,-0.020303704,0.005791794,-0.019688392,-0.005103607,0.012772894,-0.001258005,-0.002300787,0.003279615,0.005827235,-0.002402005,-0.001269445,0.008772141
799 Cerro 991 45.tif,0.004923713,0.039615326,0.011912335,-0.084801825,-0.006295321,0.076249264,0.059202724,0.082278212,0.023144645,0.002471912,0.016574835,0.01020607,0.015985135,-0.036974742,-0.010627171,-0.012756991,0.025102716,-0.013115847,-0.006668814,-0.016740451
800 Cerro 991 46.tif,0.003976251,0.014920512,0.053983642,-0.001267174,0.004558492,0.003441068,0.059804371,-0.045159674,0.000811054,-0.013129013,0.017639394,-0.017466305,0.014434203,0.032289937,0.016655868,0.004115856,-0.019466556,0.000623227,-0.025034288,-0.012877369
803 Cerro 991 49.tif,0.130618385,0.073841239,-0.03131286,0.041447864,-0.028834023,0.05485034,-0.016367547,0.018515075,-0.006234599,0.010569501,0.007460728,0.012523645,-0.00509886,0.022718158,0.016683292,-0.012302322,0.00098975,-0.001272531,0.017670227,0.006204171
807 Cerro 991 53.tif,-0.09299818,0.015644859,0.08946726,-0.077765116,0.056391744,-0.007910593,0.055768992,0.022029707,-0.008105987,-0.013385821,-0.028663387,0.027343626,0.01534307,-0.004717068,-0.005781269,0.006457724,0.016858848,-0.024691127,-0.00403266,-0.026033621
813 Cerro 991 59.tif,-0.081793998,0.183198246,-0.081569659,-0.132639351,0.010066379,-0.065292693,0.090706569,-0.080576953,0.035426525,0.042719918,0.023701084,0.010691012,-0.007729286,-0.013367262,-0.009463657,0.021811677,-0.024519371,-0.017499098,0.017373836,0.012772851
815 Cerro 991 61.tif,-0.068820025,0.046851305,0.024102499,-0.035625068,0.045824409,0.037889729,0.082490915,-0.017074827,-0.033185045,-0.000182883,-0.028615954,0.012919803,-0.006476711,-0.002816524,0.012592744,-0.015211855,0.005535851,0.000719059,0.037236664,0.009045211
816 Cerro 991 62.tif,0.049297793,-0.006226203,-0.013184968,0.001123181,0.003360706,-0.001626497,-0.001361762,-0.000666605,-0.004689225,-0.025250869,0.012011123,0.016349408,0.012055282,-0.007711203,-0.002405777,0.003325641,-0.002807883,-0.009661022,0.020919787,-0.007723248
821 Cerro 991 67.tif,0.035364241,-0.038172376,-0.073302742,0.010522907,-0.04527407,0.001949602,0.062333471,-0.031534645,-0.008286066,0.047528718,-0.008259301,-0.00185237,0.005524723,0.024005306,-0.001313064,-0.014383229,-0.011803599,0.015254919,0.029370379,0.020032012
827 Cerro 991 73.tif,-0.009517147,0.007993421,0.077865953,-0.014155639,0.067790974,0.076589796,0.030178137,0.018340591,-0.042039188,-0.006668443,-0.030469005,-0.025474092,-0.022078495,0.007396124,0.015511482,-0.005798317,-0.005287618,-0.018996276,-0.017634886,-0.004468998
830 Cerro 991 76.tif,-0.057998463,0.02436297,0.043954458,-0.019481361,0.013736292,0.002302487,0.066334544,-0.069292154,-0.001841017,-0.023243363,-0.028134057,0.00999067,0.012933377,0.032787203,0.013319524,-0.040350638,0.004972082,0.007455853,-0.0333195,-0.007394675
831 Cerro 991 77.tif,0.044368108,0.179001294,0.080631422,0.021682823,-0.06287511,0.013640606,-0.02224087,-0.023426689,-0.047029048,0.025786947,-0.012416793,0.037590579,0.030329249,0.016181473,0.015250846,-0.01894592,0.003746569,0.024706234,-0.002362513,-0.013038234
840 Cerro 991 86.tif,0.022860573,0.016094086,0.028624807,-0.068083175,0.006605714,0.037574383,0.042779852,-0.017454082,-0.017590587,-0.024438559,-0.009528969,0.016839995,0.007502137,-0.013336862,-0.00259905,0.002682645,0.025140433,-0.004624348,0.000158027,-0.013545803
856 Cerro 991 102.tif,-0.022900797,0.146060445,-0.01651926,0.014755483,0.020148476,-0.027334185,0.07929598,-0.00174021,0.004024214,0.038345561,0.026399633,-0.010785713,0.013694928,-0.012953149,-0.019947839,0.020077888,0.008880257,-0.025263667,0.021355675,0.003689973
881 Cerro 991 127.tif,-0.072683416,0.057887475,-0.001366917,-0.107042956,0.033850277,0.122585041,-0.035957986,0.003278344,0.014814222,-0.026112638,-0.017805417,-0.023167018,-0.0027312,0.036505039,-0.000389789,0.01500519,-0.02209831,0.001267966,-0.006883905,0.016722518
891 Cerro 991 137.tif,-0.016302343,0.101565816,0.024179687,0.007180619,-0.036950809,0.039846104,-0.021257636,-0.004023209,-0.038450481,-0.016695488,-0.002752178,-0.009186383,-0.013887982,-0.002674616,0.010986642,-0.01758617,-0.001190714,0.018582058,-0.007796664,-0.014386962
892 Cerro 991 138.tif,-0.070344913,0.09735266,0.022246671,-0.033586223,0.006159581,-0.002475111,-0.021941736,-0.030653068,-0.024553323,-0.022877178,0.004923002,0.004290366,0.017883517,0.01676667,0.000552141,-0.006434627,0.024884069,0.012192242,-0.020159701,-0.003893923
898 Cerro 991 144.tif,0.110708981,0.008505187,0.016131631,0.012027056,0.011923226,0.00875879,0.047855642,-0.014842725,-0.005363475,-0.011962009,0.001867894,-0.007105789,0.00555314,-0.022995546,-0.013916849,0.026763727,0.020107121,-0.011813894,0.00604185,0.01749321
902 Cerro 991 148.tif,-0.011855876,0.077427114,0.059947286,-0.005451245,0.037747946,-0.008838998,0.019742939,0.001967694,0.025656902,-0.005424052,-0.032553722,0.007182187,-0.010831176,-0.000612031,-0.033558161,-0.004826143,-0.013366713,-0.005604334,0.002958611,0.004135822
2107 Cerro 992 3.tif,0.144754185,-0.076734894,-0.077893788,-0.042858679,-0.019331534,0.061854156,0.029041171,0.019287519,-0.048443853,-0.020631284,0.011190827,-0.019429869,-0.008781014,-0.024472809,0.013017882,-0.007847817,0.015092846,-0.007077959,0.029391294,-0.025859355
2113 Cerro 992 9.tif,-0.067093777,0.043600342,0.021672402,-0.057993584,-0.024633013,0.046126182,0.015722062,-0.032800504,-0.002478536,0.00055131,-0.003825255,0.014828748,-0.005918151,0.018046671,0.007632807,-0.021465308,-0.007001395,0.016183973,0.010874288,0.01890959
2114 Cerro 992 10.tif,0.124238818,0.05713365,-0.03853035,-0.015639779,-0.127621539,-0.012510571,0.021299261,-0.020965302,0.027815473,0.023577201,0.002445071,0.008433985,-0.006658716,-0.018515345,-0.024638869,-0.008796228,0.039773472,0.006662802,0.008615338,0.001913954
2130 Cerro 992 26.tif,-0.006533953,0.105540694,0.015989706,-0.010870202,0.014753947,-0.031052741,0.01330873,-0.007677311,-0.053654562,-0.026180792,-0.001035398,-0.013551589,-0.011999076,0.001557784,-0.002297976,-0.002552711,0.008633325,-0.053731997,-0.000954469,-0.007860862
2132 Cerro 992 28.tif,0.057873064,0.140786558,0.06527015,0.036776451,-0.078380823,0.057365603,-0.006333259,-0.034486567,0.007665212,-0.016933001,0.019435768,0.006624042,0.022349792,-0.012969344,0.021013887,0.01572378,0.013872639,-0.000961086,0.000526033,-0.002489176
2135 Cerro 992 31.tif,0.09188969,-0.01738755,-0.022166495,0.025910943,-0.022424828,0.018811035,0.017450679,0.000921211,-0.004393576,0.020460684,-0.012255431,0.008562671,-0.00336043,-0.004600399,0.002534884,0.002467627,-0.005248588,0.006409093,-0.025594701,-0.005694313
2150 Cerro 992 46.tif,0.339169849,-0.126677464,0.18244099,0.324976356,-0.00650064,-0.01078477,0.010066809,-0.027983064,0.020990301,0.034289619,-0.02760973,-0.011352999,0.002032556,0.001732955,0.022781683,-0.021258083,0.038033691,-0.017271804,-0.000692506,-0.002993343
2159 Cerro 992 55.tif,0.068980134,0.058708156,0.026086983,-0.033678766,-0.028552455,0.043160136,0.003789113,-0.041138924,-0.015338959,0.001452396,-0.00273247,0.003391857,-0.004792781,0.01106932,-0.002062289,0.007345673,0.003251588,0.001475755,0.011343388,-0.014955287
2163 Cerro 992 59.tif,-0.18939699,0.028894093,0.10743848,0.007102339,0.015220781,0.019411271,0.036030372,-0.052923464,0.031345613,-0.009797855,-0.022690157,0.028975679,0.049853986,-0.026007091,-0.00582207,-0.008163446,0.008162377,0.00744695,0.016433569,-0.008298951
2171 Cerro 992 67.tif,0.095037587,-0.100644641,-0.006749034,0.108668155,-0.001918978,-0.024759404,0.043560239,0.009062701,0.006876063,0.004994855,0.016348646,0.000765056,0.006629941,-0.027112468,0.012200572,0.009426504,0.024545127,-0.02641258,0.033888369,0.006868697
2178 Cerro 992 74.tif,0.094134631,0.056150496,-0.086432384,0.072291808,0.002396862,-0.028031588,0.017288072,-0.000616815,-0.027087665,-0.001084339,0.012003349,0.008770589,-0.018910206,-0.000216065,-0.008089463,0.010023669,0.018173267,-0.003575698,0.014894188,0.002188189
2179 Cerro 992 75.tif,-0.147447276,0.088350566,0.093937756,0.097487348,-0.012590214,0.043676222,0.016778419,0.001725309,-0.002788325,-0.012074481,0.012215644,-0.003653168,0.002044394,-0.025574707,-0.007646097,0.029008437,0.022534728,-0.0225048,0.005764225,-0.018507033
2189 Cerro 992 85.tif,0.067208843,0.221379638,-0.038263127,-0.021701833,0.017033891,0.001511624,-0.003106395,0.019939173,-0.049407303,-0.011799899,0.022128577,-0.022098408,-0.004739794,-0.013820336,0.012607796,0.038600741,-0.008835035,-0.014495165,-0.010397294,-0.008797891
2195 Cerro 992 91.tif,0.040299592,-0.091413504,-0.019457728,-0.028267022,0.004055271,-0.020771846,0.007748504,-0.009408932,0.017019867,0.019358281,0.013389037,-0.015032459,-0.011653105,-0.033328231,-1.11E-05,0.013114524,0.01808316,-0.004396496,0.026630014,0.013025207
2196 Cerro 992 92.tif,0.097600503,0.133290014,0.048261179,0.013295161,0.017774018,-0.063035404,0.03133568,0.053593615,-0.029950989,-0.024571804,0.029829955,0.041866691,-0.004474345,-0.014329643,0.018561214,0.016038346,0.035016382,0.012236751,0.026589653,-0.018739892
2205 Cerro 992 101.tif,0.081648017,-0.153361565,-0.01491591,0.056379806,-0.007632333,-0.025620457,-0.008374187,0.000409775,0.006366634,0.026567456,-0.020483914,0.002587108,-0.0114566,0.009646746,-0.009600108,-0.008037859,-0.005717222,0.006197518,0.000279562,0.022827517
2209 Cerro 992 105.tif,0.141055169,0.099177924,-0.023373972,0.017923766,-0.097789542,-0.041308949,-0.006069606,-0.020526974,-0.028581647,-0.033704958,-0.014113092,0.026850165,0.007307191,-0.014217359,0.001176033,-0.011326455,0.010960325,0.011564697,-0.020439959,-0.02629988
2215 Cerro 992 111.tif,0.062712592,0.066252686,0.047913032,0.066396006,-0.026016101,0.03200082,0.002148154,0.000487042,0.004129664,0.014279642,0.016645447,-0.015931607,-0.002025716,-0.008586122,-0.023261534,0.02188681,0.002219221,-0.007081846,0.01992572,0.004981117
2219 Cerro 992 115.tif,-0.025291256,0.028190723,0.042202811,0.081433253,0.013230495,0.033005588,0.032098544,-0.02018418,0.003612449,-0.001392172,-0.00496118,0.004356945,-0.000667631,-0.003093472,-0.016544815,0.000617816,-0.008489374,-0.000476721,-0.010099442,0.00817828
2223 Cerro 992 119.tif,0.138963323,0.086006424,-0.018135778,-9.03E-05,-0.010729361,-0.004171133,-0.012943645,-0.006394476,-0.014035572,-0.01950721,-0.004826044,0.018269518,-0.006590025,-0.013329778,0.007434303,-0.001674404,-0.00707314,0.005546489,-0.000818818,-0.000243264
2227 Cerro 992 123.tif,0.133710869,0.107880809,0.000836144,-0.029926187,-0.038153858,0.011187773,0.027144532,0.019171008,-0.016505483,-0.021108011,0.001131966,0.015166579,0.023153566,-0.017068296,0.008828951,0.009163335,0.005447417,0.010782575,-0.00809815,0.002842998
2229 Cerro 992 125.tif,0.13174199,0.185855254,-0.021579682,-0.016971279,-0.075431759,-0.03627318,0.000701781,-0.031143828,0.038005082,0.008392662,0.00352727,0.021525947,-0.046021038,-0.030050383,-0.019065209,0.013905382,-0.017857592,-0.017259781,-0.006727916,0.00120639
2234 Cerro 992 130.tif,0.018178745,0.087359405,-0.048594109,0.071717506,-0.01486347,0.011248416,0.038615541,0.025136964,-0.015097552,0.000747841,0.019273007,-0.018560331,-0.013446322,-0.012300863,0.01097448,0.025246029,-0.014436869,0.031027138,-0.015188979,-0.01159573
2251 Cerro 992 147.tif,0.1193905,0.041859136,-0.036840754,-0.028209768,-0.076528759,0.010469776,-0.034278821,-0.02196639,0.016565029,-0.012835803,-0.018578949,-0.00404896,0.004262415,-0.014364323,-0.00056939,-0.003948823,0.02202179,0.006041514,-0.004670786,-0.000832205
2252 Cerro 992 148.tif,0.055023106,-0.057369017,-0.013538211,-0.054716748,-0.040177883,0.019024123,-0.007407112,0.025061884,-0.005240016,0.030077324,0.014064879,-0.02289472,-0.018712126,0.00124147,-0.001595999,-0.002344905,-0.016040084,-0.003482218,-0.019126241,0.007307872
1206 LS991 2.tif,-0.12471745,-0.170419712,0.031342036,-0.00715666,0.035227916,-0.027756672,-0.003882298,0.052499962,0.017082703,0.029995414,-0.03224942,-0.015958726,-0.009675345,0.013082878,0.002031733,0.001808871,-0.007928103,-0.010853559,0.011945024,0.018304135
1217 LS991 13.tif,0.138444018,-0.002667029,-0.068313316,-0.053807869,-0.026320919,0.014054811,0.034893287,0.015514972,-0.020969967,0.009767972,0.011347396,-0.008503935,0.007454243,0.000989202,-0.001147084,-0.012762207,0.006890509,-0.003066666,-0.003959352,0.001595732
1218 LS991 14.tif,-0.152559077,-0.098586087,-0.110863841,0.091387136,-0.00562475,-0.004929212,-0.007743113,0.005150187,-0.034766741,0.015176579,0.016125007,-0.042294286,0.003117311,0.028057368,0.002773181,-0.006868646,-0.026043208,0.009975636,0.018880709,0.014815205
1232 LS991 28.tif,-0.152202005,0.107812472,0.031446865,0.001725926,-0.012552608,-0.044576332,-0.00172598,-0.020253868,-0.008229999,0.016372272,-0.023829415,0.002064624,0.004778893,-0.000350659,0.009638138,-0.000141328,-0.006102623,-0.004563639,-0.013176796,-0.015028496
1242 LS991 38.tif,-0.059250937,0.120878252,0.128261955,-0.045081493,0.006339204,0.047859635,0.011275494,-0.028583231,-0.053915881,0.015932549,-0.006762198,0.013725583,0.015169328,-0.024793395,-0.009660811,0.001533247,-0.022074586,0.011213483,0.026031129,0.01519463
1246 LS991 42.tif,-0.085753247,-0.162889445,-0.225432529,-0.359249699,-0.035525125,-0.046164538,0.084135734,0.035558905,-0.032329621,-0.000855191,0.038329602,0.005813838,0.00707554,-0.00602264,0.0026416,-0.014603827,-0.012289171,-0.001651767,-0.015968976,-0.020240321
1266 LS991 62.tif,0.072947849,-0.036716234,-0.017299074,-0.072321422,-0.004479179,-0.019593645,-0.008787594,0.003956308,0.012234344,-0.018102965,0.011830251,-0.008269033,-0.005257408,-0.003619348,-0.003746583,0.019777637,-0.012257529,-0.0106666,-0.005176778,-0.011285233
1276 LS991 72.tif,0.088693118,0.071477182,0.065699765,0.094325275,-0.022235947,-0.020335562,0.02738842,0.023562764,-0.016061605,0.012903476,0.033693319,-0.006154658,0.020980739,0.004592282,0.00545183,0.002255259,-0.00272697,0.00822323,0.004518476,-0.004645305
1277 LS991 73.tif,-0.008121834,-0.112277157,-0.101752153,-0.0345435,0.040519133,0.075197277,-0.004036583,-0.01256691,-0.027966806,0.03083838,-0.003482718,0.0142386,0.006457068,0.000616892,-0.014818556,0.024881372,0.007482779,0.005059649,0.005383577,0.00308072
1290 LS991 86.tif,0.103137462,-0.039762479,0.020957435,0.096931684,0.031158255,0.012852187,0.00263388,0.010186757,-0.042735144,-0.010120261,0.007692039,0.022877355,0.01883417,-0.016238316,0.020814176,-0.002097947,-0.001228235,-0.018659641,0.020874974,-0.009529115
1300 LS991 96.tif,0.125635474,0.008377719,-0.007112495,0.024085264,0.068691921,0.064917438,-0.003572191,0.007814162,-0.014560657,-0.008521475,0.008756593,-0.004360279,0.017443588,0.006325621,0.00457951,-0.005648692,-0.003204223,-0.01630947,0.001478914,0.009120237
1318 LS991 114.tif,-0.008858063,-0.094772609,-0.059400999,0.025328859,-0.058148125,-0.002680091,-0.054829894,-0.053648772,0.006063503,0.0086017,-0.005813338,0.00572498,0.000859533,-0.022438191,-0.019472079,0.008398846,-0.007245669,-0.000187004,0.015298346,0.023052217
1342 LS991 138.tif,0.006051293,-0.135022768,0.05205608,0.069380486,-0.020071904,0.012606271,0.017274671,0.008840902,0.025604084,-0.001352773,0.000203976,0.028144323,9.81E-06,-0.00285268,0.006585801,-0.003869772,0.003770436,-0.007995651,0.001403093,0.013030056
